disbursed_amount,ltv,branch_id,supplier_id,manufacturer_id,Current_pincode_ID,Employment.Type,DisbursalDate,State_ID,Aadhar_flag,VoterID_flag,PERFORM_CNS.SCORE,PERFORM_CNS.SCORE.DESCRIPTION,PRI.NO.OF.ACCTS,PRI.ACTIVE.ACCTS,PRI.OVERDUE.ACCTS,PRI.CURRENT.BALANCE,PRI.SANCTIONED.AMOUNT,PRI.DISBURSED.AMOUNT,SEC.SANCTIONED.AMOUNT,SEC.DISBURSED.AMOUNT,NEW.ACCTS.IN.LAST.SIX.MONTHS,DELINQUENT.ACCTS.IN.LAST.SIX.MONTHS,AVERAGE.ACCT.AGE,CREDIT.HISTORY.LENGTH,NO.OF_INQUIRIES,loan_default
53213.0,74.72,77.0,17809.0,86.0,2342.0,Salaried,19-09-18,4.0,1.0,0.0,597.0,I-Medium Risk,1.0,1.0,0.0,125731.0,270595.0,270595.0,0.0,0.0,0.0,0.0,14.0,14.0,0.0,0.0
55753.0,89.6,249.0,23201.0,86.0,2224.0,Salaried,27-09-18,4.0,1.0,0.0,737.0,C-Very Low Risk,6.0,4.0,0.0,1315323.0,1839556.0,1839556.0,0.0,0.0,0.0,0.0,34.0,87.0,0.0,0.0
64882.0,89.91,48.0,16712.0,45.0,6427.0,Self employed,09-10-18,5.0,1.0,0.0,0.0,No Bureau History Available,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
51303.0,67.07,162.0,23833.0,86.0,1849.0,Salaried,12-09-18,4.0,1.0,0.0,0.0,No Bureau History Available,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
61947.0,69.81,48.0,24124.0,51.0,6368.0,Self employed,28-08-18,5.0,1.0,0.0,0.0,No Bureau History Available,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
57259.0,85.59,162.0,14545.0,86.0,1883.0,Self employed,17-10-18,4.0,1.0,0.0,0.0,No Bureau History Available,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
43929.0,68.84,120.0,24526.0,49.0,6940.0,Salaried,24-09-18,12.0,1.0,0.0,0.0,No Bureau History Available,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
67882.0,67.25,105.0,15798.0,86.0,1274.0,Salaried,31-10-18,6.0,1.0,0.0,0.0,No Bureau History Available,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
42394.0,60.45,1.0,18564.0,45.0,6144.0,Self employed,21-09-18,3.0,1.0,0.0,0.0,No Bureau History Available,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
41544.0,67.45,162.0,18077.0,86.0,1836.0,Salaried,08-10-18,4.0,1.0,0.0,738.0,C-Very Low Risk,3.0,1.0,0.0,10996.0,22000.0,22000.0,0.0,0.0,1.0,0.0,7.0,10.0,0.0,0.0
46369.0,73.5,103.0,23214.0,45.0,7246.0,Self employed,07-08-18,7.0,1.0,0.0,0.0,No Bureau History Available,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
39894.0,60.77,74.0,21347.0,86.0,2596.0,Salaried,05-09-18,4.0,1.0,0.0,576.0,I-Medium Risk,1.0,1.0,0.0,100000.0,100000.0,100000.0,0.0,0.0,0.0,1.0,6.0,6.0,0.0,0.0
57959.0,88.59,138.0,20470.0,86.0,3313.0,Self employed,13-08-18,9.0,1.0,0.0,300.0,M-Very High Risk,7.0,1.0,2.0,122925.0,124000.0,124000.0,0.0,0.0,0.0,0.0,17.0,57.0,0.0,0.0
48503.0,68.58,64.0,16199.0,86.0,3461.0,Self employed,24-10-18,9.0,1.0,0.0,445.0,K-High Risk,15.0,3.0,2.0,550078.0,1168000.0,1168000.0,0.0,0.0,1.0,0.0,28.0,135.0,1.0,0.0
94919.0,73.19,104.0,21531.0,49.0,7138.0,Salaried,23-09-18,10.0,1.0,0.0,681.0,E-Low Risk,7.0,3.0,0.0,738482.0,846000.0,846000.0,0.0,0.0,1.0,0.0,40.0,104.0,0.0,0.0
30484.0,39.33,17.0,20335.0,86.0,3227.0,Salaried,22-10-18,17.0,1.0,0.0,0.0,No Bureau History Available,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
47049.0,76.73,160.0,23174.0,86.0,17.0,Salaried,19-10-18,1.0,1.0,0.0,568.0,J-High Risk,6.0,5.0,0.0,6831441.0,7076263.0,7076263.0,0.0,0.0,1.0,2.0,30.0,91.0,0.0,0.0
44537.0,65.13,69.0,21202.0,86.0,4097.0,Salaried,22-10-18,8.0,1.0,0.0,672.0,F-Low Risk,6.0,3.0,0.0,184574.0,184574.0,183000.0,0.0,0.0,2.0,0.0,7.0,25.0,1.0,0.0
62140.0,85.0,136.0,14189.0,86.0,3731.0,Salaried,04-10-18,8.0,1.0,0.0,763.0,B-Very Low Risk,21.0,4.0,0.0,27962.0,136000.0,136000.0,0.0,0.0,0.0,1.0,18.0,25.0,0.0,0.0
41594.0,63.07,3.0,17039.0,86.0,571.0,Self employed,08-10-18,15.0,1.0,0.0,300.0,M-Very High Risk,18.0,4.0,7.0,1361929.0,1766000.0,1766000.0,0.0,0.0,0.0,0.0,44.0,158.0,0.0,0.0
53878.0,57.24,251.0,22995.0,48.0,6876.0,Self employed,20-10-18,13.0,0.0,1.0,0.0,No Bureau History Available,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
26201.0,42.24,34.0,15217.0,86.0,974.0,Salaried,15-10-18,6.0,1.0,0.0,0.0,No Bureau History Available,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
50703.0,83.01,67.0,22727.0,45.0,1507.0,Self employed,14-08-18,6.0,1.0,0.0,594.0,I-Medium Risk,3.0,2.0,1.0,815868.0,1059818.0,1059818.0,0.0,0.0,1.0,1.0,7.0,10.0,0.0,0.0
48849.0,65.79,2.0,14834.0,86.0,1690.0,Self employed,25-10-18,4.0,1.0,0.0,791.0,B-Very Low Risk,12.0,3.0,0.0,680647.0,754480.0,754480.0,11470.0,11470.0,0.0,0.0,25.0,82.0,0.0,0.0
56921.0,79.8,105.0,20677.0,48.0,1288.0,Salaried,30-10-18,6.0,1.0,0.0,395.0,K-High Risk,3.0,2.0,1.0,71979.0,116653.0,116653.0,0.0,0.0,0.0,1.0,27.0,39.0,0.0,0.0
44549.0,86.5,15.0,23431.0,45.0,295.0,Salaried,29-08-18,11.0,1.0,0.0,0.0,No Bureau History Available,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
40534.0,70.49,104.0,22221.0,86.0,7062.0,Self employed,17-08-18,10.0,1.0,0.0,0.0,No Bureau History Available,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
67819.0,68.04,35.0,23690.0,86.0,4320.0,Self employed,31-08-18,8.0,1.0,0.0,0.0,No Bureau History Available,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
46649.0,56.34,16.0,21498.0,86.0,2946.0,Salaried,17-08-18,14.0,1.0,1.0,0.0,No Bureau History Available,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
46143.0,71.36,162.0,17094.0,86.0,1814.0,Self employed,09-08-18,4.0,1.0,0.0,15.0,Not Scored: Sufficient History Not Available,1.0,1.0,0.0,48500.0,48500.0,48500.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0
40394.0,56.38,3.0,17339.0,51.0,553.0,Self employed,20-09-18,15.0,1.0,0.0,0.0,No Bureau History Available,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
46988.0,60.49,152.0,17795.0,86.0,4932.0,Salaried,01-08-18,3.0,0.0,1.0,0.0,No Bureau History Available,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
52480.0,80.25,8.0,14823.0,45.0,5281.0,Salaried,31-08-18,3.0,1.0,0.0,0.0,No Bureau History Available,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
63213.0,88.17,3.0,20981.0,86.0,561.0,Salaried,12-09-18,15.0,1.0,0.0,631.0,G-Low Risk,11.0,11.0,0.0,178453.0,232830.0,234896.0,0.0,0.0,8.0,0.0,4.0,15.0,3.0,0.0
49878.0,77.98,17.0,15047.0,86.0,3246.0,Self employed,27-09-18,17.0,1.0,0.0,0.0,No Bureau History Available,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
57913.0,89.88,34.0,22637.0,86.0,1045.0,Self employed,22-10-18,6.0,1.0,0.0,0.0,No Bureau History Available,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
56759.0,76.07,136.0,14070.0,86.0,3731.0,Salaried,20-09-18,8.0,1.0,0.0,598.0,I-Medium Risk,59.0,27.0,2.0,1058500.0,1058500.0,1058500.0,0.0,0.0,5.0,0.0,10.0,21.0,0.0,0.0
52478.0,81.01,67.0,22727.0,45.0,1514.0,Salaried,31-10-18,6.0,1.0,0.0,825.0,A-Very Low Risk,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,6.0,0.0,0.0
42694.0,74.33,160.0,14081.0,45.0,73.0,Self employed,10-08-18,1.0,1.0,0.0,300.0,M-Very High Risk,2.0,2.0,1.0,11883.0,40000.0,36883.0,0.0,0.0,0.0,0.0,147.0,148.0,0.0,0.0
41034.0,53.74,9.0,18066.0,86.0,5513.0,Self employed,20-09-18,3.0,1.0,0.0,667.0,F-Low Risk,2.0,2.0,0.0,1087099.0,1097913.0,1097913.0,0.0,0.0,0.0,0.0,6.0,10.0,0.0,0.0
57513.0,86.44,250.0,23026.0,86.0,1536.0,Salaried,26-09-18,6.0,1.0,0.0,0.0,No Bureau History Available,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
80506.0,78.62,255.0,23094.0,48.0,5855.0,Self employed,24-10-18,3.0,1.0,0.0,0.0,No Bureau History Available,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
48349.0,58.24,42.0,12534.0,49.0,5348.0,Self employed,09-10-18,3.0,1.0,0.0,16.0,Not Scored: No Activity seen on the customer (Inactive),2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,12.0,0.0,0.0
55855.0,79.99,2.0,15529.0,45.0,2385.0,Salaried,08-10-18,4.0,1.0,0.0,0.0,No Bureau History Available,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
39275.0,79.56,3.0,16092.0,51.0,31.0,Self employed,30-10-18,1.0,1.0,0.0,738.0,C-Very Low Risk,1.0,1.0,0.0,5995.0,11990.0,11990.0,0.0,0.0,0.0,0.0,6.0,6.0,0.0,0.0
54513.0,70.53,10.0,23509.0,51.0,5697.0,Self employed,09-10-18,3.0,0.0,1.0,830.0,A-Very Low Risk,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,18.0,0.0,0.0
59013.0,79.12,13.0,23514.0,51.0,4605.0,Self employed,15-09-18,8.0,0.0,0.0,0.0,No Bureau History Available,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
54078.0,68.9,159.0,23266.0,86.0,7202.0,Self employed,24-10-18,7.0,1.0,0.0,0.0,No Bureau History Available,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
45645.0,76.61,63.0,16309.0,45.0,7098.0,Salaried,27-09-18,10.0,1.0,0.0,825.0,A-Very Low Risk,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,7.0,7.0,0.0,0.0
56383.0,68.47,120.0,24160.0,86.0,6946.0,Salaried,26-10-18,12.0,1.0,0.0,0.0,No Bureau History Available,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
50303.0,76.41,61.0,20478.0,86.0,1394.0,Self employed,22-10-18,6.0,1.0,0.0,0.0,No Bureau History Available,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
48849.0,73.85,101.0,18752.0,86.0,705.0,Self employed,30-10-18,15.0,1.0,0.0,0.0,No Bureau History Available,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
58013.0,81.72,9.0,18223.0,86.0,5420.0,Self employed,17-09-18,3.0,1.0,0.0,300.0,M-Very High Risk,2.0,2.0,1.0,417388.0,390000.0,390000.0,0.0,0.0,0.0,0.0,86.0,88.0,0.0,0.0
44349.0,69.77,120.0,22936.0,86.0,6928.0,Self employed,29-08-18,12.0,1.0,0.0,0.0,No Bureau History Available,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
59473.0,83.59,103.0,21097.0,49.0,6990.0,Self employed,28-09-18,7.0,0.0,1.0,763.0,B-Very Low Risk,1.0,1.0,0.0,5105.0,22990.0,22990.0,0.0,0.0,1.0,0.0,5.0,5.0,0.0,0.0
57159.0,87.92,67.0,17831.0,86.0,1515.0,Salaried,11-08-18,6.0,1.0,0.0,627.0,H-Medium Risk,5.0,4.0,0.0,1954037.0,2096700.0,2098193.0,0.0,0.0,2.0,0.0,8.0,21.0,0.0,0.0
59259.0,83.04,146.0,15694.0,86.0,3042.0,Self employed,28-10-18,17.0,1.0,0.0,300.0,M-Very High Risk,20.0,12.0,1.0,13925765.0,23683168.0,23688044.0,0.0,0.0,2.0,1.0,23.0,46.0,0.0,0.0
54779.0,85.4,61.0,15979.0,86.0,1320.0,Self employed,22-09-18,6.0,1.0,0.0,0.0,No Bureau History Available,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
51303.0,54.64,103.0,20639.0,48.0,7011.0,Salaried,24-09-18,7.0,1.0,0.0,0.0,No Bureau History Available,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
50303.0,77.08,258.0,24549.0,45.0,164.0,Self employed,16-10-18,16.0,1.0,0.0,0.0,No Bureau History Available,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
55259.0,61.67,36.0,20647.0,145.0,6583.0,Salaried,20-09-18,13.0,1.0,1.0,721.0,D-Very Low Risk,3.0,2.0,0.0,256816.0,353521.0,353521.0,0.0,0.0,0.0,0.0,27.0,62.0,0.0,0.0
114927.0,62.02,77.0,23076.0,67.0,2355.0,Salaried,17-09-18,4.0,1.0,0.0,710.0,D-Very Low Risk,2.0,2.0,0.0,276098.0,440461.0,440461.0,0.0,0.0,1.0,0.0,12.0,24.0,1.0,0.0
36439.0,48.14,29.0,15410.0,49.0,5904.0,Self employed,18-08-18,3.0,1.0,0.0,763.0,B-Very Low Risk,1.0,1.0,0.0,1275.0,15300.0,15300.0,0.0,0.0,0.0,0.0,8.0,8.0,0.0,0.0
55613.0,83.94,18.0,14115.0,86.0,2694.0,Salaried,06-10-18,4.0,1.0,0.0,0.0,No Bureau History Available,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
50378.0,65.93,120.0,23452.0,48.0,6935.0,Self employed,31-08-18,12.0,1.0,0.0,17.0,Not Scored: Not Enough Info available on the customer,1.0,1.0,0.0,52300.0,52300.0,52300.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
32636.0,54.77,251.0,21282.0,45.0,6890.0,Self employed,20-08-18,13.0,0.0,1.0,14.0,Not Scored: Only a Guarantor,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,13.0,0.0,0.0
47349.0,72.85,11.0,21601.0,45.0,6001.0,Self employed,05-09-18,3.0,1.0,0.0,0.0,No Bureau History Available,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
43710.0,86.03,73.0,24199.0,45.0,247.0,Salaried,23-10-18,16.0,1.0,0.0,0.0,No Bureau History Available,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
40104.0,42.64,42.0,16392.0,86.0,5223.0,Self employed,08-10-18,3.0,1.0,0.0,0.0,No Bureau History Available,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
56013.0,79.73,5.0,23381.0,86.0,3402.0,Self employed,09-10-18,9.0,1.0,0.0,0.0,No Bureau History Available,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
63413.0,86.65,73.0,16835.0,86.0,540.0,Salaried,19-10-18,11.0,1.0,0.0,691.0,E-Low Risk,7.0,6.0,0.0,37849.0,136046.0,136046.0,0.0,0.0,3.0,0.0,13.0,43.0,0.0,0.0
42874.0,62.86,2.0,23550.0,45.0,1657.0,Self employed,09-10-18,4.0,1.0,0.0,538.0,J-High Risk,10.0,5.0,2.0,2322454.0,2435768.0,2435768.0,0.0,0.0,0.0,2.0,20.0,34.0,0.0,0.0
50853.0,78.29,146.0,21003.0,86.0,2956.0,Self employed,16-08-18,14.0,1.0,0.0,0.0,No Bureau History Available,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
57054.0,85.0,5.0,14147.0,86.0,3370.0,Self employed,16-09-18,9.0,0.0,0.0,300.0,M-Very High Risk,10.0,5.0,5.0,409297.0,1030628.0,1034591.0,0.0,0.0,0.0,1.0,48.0,147.0,0.0,0.0
42394.0,65.19,48.0,17906.0,86.0,6259.0,Self employed,11-09-18,5.0,1.0,0.0,766.0,B-Very Low Risk,12.0,4.0,0.0,340924.0,547744.0,493100.0,0.0,0.0,2.0,0.0,9.0,21.0,0.0,0.0
60447.0,79.92,152.0,23744.0,51.0,4968.0,Self employed,06-09-18,3.0,1.0,0.0,0.0,No Bureau History Available,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
41794.0,74.14,67.0,18166.0,86.0,1509.0,Salaried,18-09-18,6.0,1.0,0.0,708.0,D-Very Low Risk,5.0,2.0,0.0,108538.0,151000.0,151000.0,0.0,0.0,0.0,0.0,11.0,15.0,0.0,0.0
56470.0,85.0,2.0,14834.0,86.0,2378.0,Self employed,30-09-18,4.0,1.0,0.0,620.0,H-Medium Risk,3.0,3.0,0.0,724745.0,850000.0,900000.0,0.0,0.0,2.0,1.0,9.0,23.0,0.0,0.0
58083.0,78.96,5.0,15996.0,120.0,3335.0,Self employed,08-10-18,9.0,1.0,0.0,0.0,No Bureau History Available,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
41199.0,56.64,152.0,18422.0,45.0,5167.0,Salaried,29-09-18,3.0,1.0,0.0,0.0,No Bureau History Available,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
48938.0,48.85,7.0,23777.0,48.0,5814.0,Self employed,08-08-18,3.0,1.0,0.0,0.0,No Bureau History Available,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
50303.0,76.75,257.0,23770.0,86.0,953.0,Salaried,07-09-18,6.0,1.0,0.0,758.0,C-Very Low Risk,3.0,1.0,0.0,6456.0,15500.0,15500.0,0.0,0.0,1.0,0.0,10.0,19.0,0.0,0.0
78386.0,69.04,10.0,15651.0,86.0,5706.0,Self employed,14-09-18,3.0,1.0,0.0,0.0,No Bureau History Available,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
55062.0,84.87,7.0,18674.0,45.0,5805.0,Self employed,20-09-18,3.0,1.0,0.0,0.0,No Bureau History Available,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
32384.0,53.44,67.0,22703.0,86.0,1509.0,Self employed,17-08-18,6.0,1.0,0.0,0.0,No Bureau History Available,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
44949.0,54.72,120.0,23411.0,86.0,6930.0,Salaried,20-09-18,12.0,1.0,0.0,0.0,No Bureau History Available,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
39440.0,64.53,8.0,14823.0,45.0,5271.0,Salaried,19-09-18,3.0,0.0,1.0,0.0,No Bureau History Available,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
54759.0,87.06,67.0,22986.0,86.0,1450.0,Self employed,12-09-18,6.0,0.0,1.0,738.0,C-Very Low Risk,2.0,1.0,0.0,15200.0,19000.0,19000.0,0.0,0.0,1.0,0.0,6.0,12.0,0.0,0.0
52303.0,82.34,67.0,16640.0,45.0,1490.0,Salaried,22-10-18,6.0,0.0,1.0,0.0,No Bureau History Available,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
58947.0,84.28,85.0,17139.0,86.0,1934.0,Self employed,22-10-18,4.0,1.0,0.0,0.0,No Bureau History Available,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
63668.0,85.0,135.0,22239.0,45.0,1797.0,Salaried,28-09-18,4.0,1.0,0.0,0.0,No Bureau History Available,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
40394.0,65.28,63.0,18050.0,86.0,7083.0,Self employed,25-08-18,10.0,1.0,0.0,825.0,A-Very Low Risk,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,6.0,0.0,0.0
55638.0,87.61,61.0,15894.0,86.0,1306.0,Salaried,09-08-18,6.0,1.0,0.0,825.0,A-Very Low Risk,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,11.0,0.0,0.0
53078.0,79.7,48.0,15905.0,86.0,6258.0,Self employed,30-10-18,5.0,1.0,0.0,0.0,No Bureau History Available,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
58059.0,92.39,15.0,14710.0,86.0,293.0,Self employed,28-08-18,11.0,1.0,0.0,300.0,M-Very High Risk,39.0,12.0,3.0,2711193.0,3933037.0,3528887.0,0.0,0.0,3.0,0.0,25.0,154.0,0.0,0.0
50503.0,76.93,64.0,16251.0,45.0,3477.0,Self employed,30-10-18,9.0,1.0,0.0,580.0,I-Medium Risk,20.0,7.0,0.0,388402.0,75000.0,520000.0,0.0,0.0,3.0,0.0,8.0,27.0,3.0,0.0
57200.0,76.06,64.0,16140.0,51.0,3556.0,Self employed,12-10-18,9.0,1.0,0.0,825.0,A-Very Low Risk,9.0,1.0,0.0,1357.0,25000.0,25000.0,0.0,0.0,0.0,0.0,13.0,25.0,0.0,0.0
58112.0,84.99,5.0,14347.0,86.0,3340.0,Salaried,20-09-18,9.0,1.0,0.0,15.0,Not Scored: Sufficient History Not Available,1.0,1.0,0.0,58000.0,58000.0,58000.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0
43094.0,73.52,5.0,17408.0,51.0,3368.0,Salaried,24-09-18,9.0,1.0,0.0,0.0,No Bureau History Available,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
